link,title,location,company_name,description,post_time
https://wuzzuf.net//jobs/p/BMlHMKVZSEHm-NET-Full-Stack-Giza-Egypt?o=62&l=sp&t=sj&a=data science|search-v3|hpb,.NET Full Stack,"Mohandessin, Giza, Egypt ",Confidential -,Full Time Experienced · 1 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · ASP.Net · Computer Science · HTML5 · Git · Information Technology (IT),15 days ago
https://wuzzuf.net//jobs/p/v3DN5Xe6hOm3-IT-Infrastructure-Engineer-Blue-Ribbon-Cairo-Egypt?o=63&l=sp&t=sj&a=data science|search-v3|hpb,IT Infrastructure Engineer,"New Cairo, Cairo, Egypt ",Blue Ribbon -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Infrastructure · Engineering · Cisco · Computer Engineering · Computer Science · ITIL · Management,2 days ago
https://wuzzuf.net//jobs/p/vt1Flf47A05y-Team-Leader-Senior-Full-Stack-PHP-Drupal-Developer-Orange-Studio-Cairo-Egypt?o=64&l=sp&t=sj&a=data science|search-v3|hpb,"Team Leader / Senior Full Stack, PHP, Drupal Developer","Nasr City, Cairo, Egypt ",Orange Studio -,Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Full Stack · Web Development · Information Technology (IT) · UI · UX · Drupal · Lamp Stack,9 days ago
https://wuzzuf.net//jobs/p/rvI625TxXO43-Technical-Engineer---German-Speaker-Expleo-Cairo-Egypt?o=65&l=sp&t=sj&a=data science|search-v3|hpb,Technical Engineer - German Speaker,"Maadi, Cairo, Egypt ",Expleo -,Full Time Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · German · English · Java · Technical Support · Computer Science,1 month ago
https://wuzzuf.net//jobs/p/lu8AYZGrVpdz-Senior-IOS-Developer-AL-Matar-Cairo-Egypt?o=66&l=sp&t=sj&a=data science|search-v3|hpb,Senior IOS Developer,"Maadi, Cairo, Egypt ",AL-Matar -,Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Swift · Software Development · HTML · REST · JSON · APIs · SDK,16 days ago
https://wuzzuf.net//jobs/p/4N1TdhtMlhQW-IT-Manager-Melco-Mec-Egypt-for-Elevators-Escalators---Mitsubishi-Giza-Egypt?o=67&l=sp&t=sj&a=data science|search-v3|hpb,IT Manager,"Dokki, Giza, Egypt ",Melco-Mec Egypt for Elevators & Escalators - Mitsubishi -,Full Time Manager · 10 - 15 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Networking · Project Management · Software Development · Software · IT · ERP,1 day ago
https://wuzzuf.net//jobs/p/gtMc9SdpEBDn-Software-Developer-Spinneys-Egypt-Cairo-Egypt?o=68&l=sp&t=sj&a=data science|search-v3|hpb,Software Developer,"Maadi, Cairo, Egypt ",Spinneys Egypt -,Full Time Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Dynamics · Engineering · Information Technology (IT) · computer · Ms dynamics · Software Development · Science,2 days ago
https://wuzzuf.net//jobs/p/KO1Gsfv3mWfA-Web-Content-Administrator-Izam-inc-Giza-Egypt?o=69&l=sp&t=sj&a=data science|search-v3|hpb,Web Content Administrator,"Mohandessin, Giza, Egypt ","Izam, inc. -",Full Time Experienced · 1+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · SEO · HTML · CSS · Digital Marketing · Digital · Google Analytics,2 days ago
https://wuzzuf.net//jobs/p/fY4NxvwQMX0V-Solution-Specialist-Ax-Developer-Premier-Services-and-Recruitment-Overseas-Cairo-Egypt?o=70&l=sp&t=sj&a=data science|search-v3|hpb,Solution Specialist (Ax Developer),"Maadi, Cairo, Egypt ",Premier Services and Recruitment Overseas  -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Ax · Information Technology (IT) · Computer Science,4 days ago
https://wuzzuf.net//jobs/p/gVGsI4l2lLub-Senior-Full-Stack-Developer-NET-DEVOPSolution-Cairo-Egypt?o=71&l=sp&t=sj&a=data science|search-v3|hpb,Senior Full Stack Developer (.NET),"Nasr City, Cairo, Egypt ",DEVOPSolution -,Full Time Experienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .NET Development · Computer Science · Computer Engineering · Information Technology (IT) · .NET · C# · MVC · ASP.NET,4 days ago
https://wuzzuf.net//jobs/p/SZPBF0L5B2x4-Operations-Manager-Multinational-logistics-company-Pillars-Cairo-Egypt?o=72&l=sp&t=sj&a=data science|search-v3|hpb,Operations Manager ( Multinational logistics company ),"Cairo, Egypt ",Pillars -,Full Time Experienced · 6 - 8 Yrs of Exp · Administration · Operations/Management · Analyst/Research · Manager · Management · Operations · ITIL · MCSE · Microsoft Office · Project Management,5 days ago
https://wuzzuf.net//jobs/p/K479bzHDAPVq-Drupal-Developer-42-Group-Cairo-Egypt?o=73&l=sp&t=sj&a=data science|search-v3|hpb,Drupal Developer,"Cairo, Egypt ",42 Group -,Part Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Drupal · Computer Science · PHP · Information Technology (IT) · Troubleshooting · Telecom Engineering,1 day ago
https://wuzzuf.net//jobs/p/qAg1EvFz4Xnq-Backend-Developer---NodeJS-Moddakir-Cairo-Egypt?o=74&l=sp&t=sj&a=data science|search-v3|hpb,Backend Developer - NodeJS,"Cairo, Egypt ",Moddakir -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Computer Science · Software Engineering · Software Development · JavaScript · NodeJS · NoSQL · SQL · Typescript · AWS,1 day ago
https://wuzzuf.net//jobs/p/UqdDRkbdFGDO-Senior-Magento-Developer-Bazzarry-For-Treading-Cairo-Egypt?o=75&l=sp&t=sj&a=data science|search-v3|hpb,Senior Magento Developer,"Cairo, Egypt ",Bazzarry For Treading -,Full Time Work From HomeExperienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Computer Science · HTML · Information Technology (IT) · Software Engineering · JavaScript · jQuery · MVC,1 day ago
https://wuzzuf.net//jobs/p/8kZWIBlJOjDL-Technical-Support-Engineer-Bevatel-Giza-Egypt?o=76&l=sp&t=sj&a=data science|search-v3|hpb,Technical Support Engineer,"Dokki, Giza, Egypt ",Bevatel -,Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Technical Support · configuring · API,2 days ago
https://wuzzuf.net//jobs/p/aQPin5UWajj3-Quality-Control-Specialist-El-Mohandess-Print-House-Sharqia-Egypt?o=77&l=sp&t=sj&a=data science|search-v3|hpb,Quality Control Specialist,"10th of Ramadan City, Sharqia, Egypt ",El Mohandess Print House -,Full Time Entry Level · 1 - 3 Yrs of Exp · males_only · Manufacturing/Production · Quality · Quality Control · quality · Manufacturing · Science · Testing · Control,2 days ago
https://wuzzuf.net//jobs/p/bw3E4IQVjiP3-Full-Stack-Developer-NET-core-Angular-8-Smart-IT-Cairo-Egypt?o=78&l=sp&t=sj&a=data science|search-v3|hpb,"Full Stack Developer (.NET core , Angular 8+)","Nasr City, Cairo, Egypt ",Smart IT -,Full Time Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL,3 days ago
https://wuzzuf.net//jobs/p/k7e9Y4bxSPP6-Software-Engineer-Giza-Egypt?o=79&l=sp&t=sj&a=data science|search-v3|hpb,Software Engineer,"Dokki, Giza, Egypt ",Confidential -,Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · Mobile Development · Software Development · Software Engineering · UI · Programming · PHP · Computer Engineering,3 days ago
https://wuzzuf.net//jobs/p/DhWbOLFDnAn1-AI-Engineer-TensorGraph-Cairo-Egypt?o=80&l=sp&t=sj&a=data science|search-v3|hpb,AI Engineer,"Maadi, Cairo, Egypt ",TensorGraph -,Full Time Experienced · 2 - 4 Yrs of Exp · IT/Software Development · AI · Algorithms · chatbot · Computer Science · NodeJS · Python · Programming · Engineering,16 days ago
https://wuzzuf.net//jobs/p/RM0PsbJLj14i-It-Security-Network-admin-El-Sewedy-Electrometer-Giza-Egypt?o=81&l=sp&t=sj&a=data science|search-v3|hpb,It Security & Network admin,"6th of October, Giza, Egypt ",El-Sewedy Electrometer -,Full Time Entry Level · 3 - 5 Yrs of Exp · IT/Software Development · Computer Hardware · Hardware · Information Technology (IT) · CCNA · computer · Networking · Software · Troubleshooting · IP,3 days ago
https://wuzzuf.net//jobs/p/b2mYqBm9jE21-iOS-Developer-Restart-Technology-Cairo-Egypt?o=82&l=sp&t=sj&a=data science|search-v3|hpb,iOS Developer,"Heliopolis, Cairo, Egypt ",Restart Technology -,Full Time Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · iOS · REST · Mobile Development · Software Development · Computer Science,4 days ago
https://wuzzuf.net//jobs/p/fMJ2moNSJjr2-ERP-Functional-Support-Egypt-Bakery-Stores-Cairo-Egypt?o=83&l=sp&t=sj&a=data science|search-v3|hpb,ERP Functional Support,"Katameya, Cairo, Egypt ",Egypt Bakery Stores -,Full Time Experienced · 3 - 6 Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Maintenance,4 days ago
https://wuzzuf.net//jobs/p/jxyj5fbu2VMa-Senior-Back-End-Engineer-PHP-Laravel-Friendy-Car-Cairo-Egypt?o=84&l=sp&t=sj&a=data science|search-v3|hpb,Senior Back-End Engineer (PHP Laravel),"Maadi, Cairo, Egypt ",Friendy Car -,Full Time Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Git · Information Technology (IT) · JSON · Software Development · Web Development · Laravel,14 days ago
https://wuzzuf.net//jobs/p/zvOuZCCh8a20-Senior-IOS-developer-STC-Solutions---Egypt-Cairo-Egypt?o=85&l=sp&t=sj&a=data science|search-v3|hpb,Senior IOS developer,"New Cairo, Cairo, Egypt ",STC Solutions - Egypt -,Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · iOS · Software Development · Computer Science · Swift · Objective-C · Software Engineering,5 days ago
https://wuzzuf.net//jobs/p/dmg2CXqiXr0F-Senior-Back-End-Engineer-Node-High-Growth-Startup---Remote-Deal-Cairo-Egypt?o=86&l=sp&t=sj&a=data science|search-v3|hpb,Senior Back End Engineer [ Node ] High Growth Startup - Remote,"Cairo, Egypt ",Deal -,Full Time Work From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · REST API · NodeJS · Back End · Node.js · Software Development · Back-End,16 days ago
https://wuzzuf.net//jobs/p/gxeOqeOpzjTh-Odoo-Developer-and-Consultant-Jeddah-Saudi-Arabia?o=87&l=sp&t=sj&a=data science|search-v3|hpb,Odoo Developer and Consultant,"Jeddah, Saudi Arabia ",Confidential -,Full Time Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Business Development · Information Technology (IT) · English · Computer Science · Odoo · Communication Skills,5 days ago
https://wuzzuf.net//jobs/p/VnycmuQkBOte-Experienced-Java-Spring-Developer-Yespays-Cairo-Egypt?o=88&l=sp&t=sj&a=data science|search-v3|hpb,Experienced Java Spring Developer,"New Cairo, Cairo, Egypt ",Yespays -,Full Time Part TimeFreelance / ProjectExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Java · Java EE · Information Technology (IT) · Computer Science · Spring Boot · Spring · Software Engineering,5 days ago
https://wuzzuf.net//jobs/p/CGE2rdG0KmTh-SAP-MM-Consultant-ITGoals-Cairo-Egypt?o=89&l=sp&t=sj&a=data science|search-v3|hpb,SAP MM Consultant,"New Cairo, Cairo, Egypt ",ITGoals -,Full Time Work From HomeExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Accounting · Information Technology (IT) · FICO · ABAP · Computer Science · Data Migration · Engineering · Implementation,2 months ago
https://wuzzuf.net//jobs/p/uKN8cqeBRV45-Senior-C-on-Linux-Developer-RDI-Giza-Egypt?o=90&l=sp&t=sj&a=data science|search-v3|hpb,Senior C++ on Linux Developer,"Dokki, Giza, Egypt ",RDI -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Software Development · Linux · oop · Front-End · Computer Engineering · Analysis · Linux OS,7 days ago
https://wuzzuf.net//jobs/p/VjbYVmalTdco-Odoo-Developer-Yodawy-Giza-Egypt?o=91&l=sp&t=sj&a=data science|search-v3|hpb,Odoo Developer,"Mohandessin, Giza, Egypt ",Yodawy -,Full Time Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Software Development · GitHub · HTML · PostgreSQL · JavaScript · JQuery · ORM,17 days ago
https://wuzzuf.net//jobs/p/iiJdhRndFNop-System-Administrator-Retail---ERP-system-Giza-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|hpb,System Administrator (Retail) - (ERP system),"6th of October, Giza, Egypt ",Confidential -,Full Time Experienced · 2 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Communication · Network · Security · Networks,9 days ago
https://wuzzuf.net//jobs/p/oWgCl66caOHV-Senior-Linux-Nginx-Admin-Universal-Payment-Services-Cairo-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|hpb,Senior Linux / Nginx Admin,"Nasr City, Cairo, Egypt ",Universal Payment Services -,Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · MySQL · Nginx · Database · Information Technology (IT) · Configuration · Troubleshooting · Computer Science,4 days ago
https://wuzzuf.net//jobs/p/DACzrn6fcvdB-Senior-Backend-Java-Developer-Digi-Visions-Cairo-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|hpb,Senior Backend Java Developer,"Nasr City, Cairo, Egypt ",Digi Visions -,Full Time Work From HomeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Java · Information Technology (IT) · Software Development · Spring Boots · GPA · Hibernate · Backend,1 day ago
https://wuzzuf.net//jobs/p/C80xh097KyRI-Business-Application-Development-Technical-Lead-Magento-Expert-Seoudi-Supermarket-Giza-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|hpb,Business Application Development Technical Lead (Magento Expert),"6th of October, Giza, Egypt ",Seoudi Supermarket -,Full Time Experienced · 6 - 8 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Business Development · Application Development · Computer Science · Information Technology (IT) · GraphQL · JavaScript · Software Development,10 days ago
https://wuzzuf.net//jobs/p/CyrPvY5hGsMI-Front-End-Developer---Vue-JS-Perfect-Presentation-Giza-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|hpb,Front End Developer - Vue JS,"6th of October, Giza, Egypt ",Perfect Presentation -,Full Time Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · Computer Science · javaScript · HTML · Angular · React · jQuery,4 days ago
https://wuzzuf.net//jobs/p/RXXYZYr5hOyi-Senior-Android-Developer-Med-Level-Madar-Soft-Alexandria-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|hpb,Senior Android Developer (Med-Level),"Fleming, Alexandria, Egypt ",Madar Soft -,Full Time Work From HomeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android SDK · Android · APIs · Git · Information Technology (IT) · RESTful · Software Development · Software Engineering,4 days ago
https://wuzzuf.net//jobs/p/bnZrUued2Yjn-Trevipay-Senior-Software-Testing-Engineer---El-Gouna-Kalasko-Red-Sea-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|hpb,Trevipay| Senior Software Testing Engineer - El Gouna,"Hurghada, Red Sea, Egypt ",Kalasko -,Full Time Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Selenium · Testim.io · Katalon Studio · CI/CD · Apache JMeter · Sitespeed.io · Java,4 days ago
https://wuzzuf.net//jobs/p/xYceHRBgIB0A-Senior-System-Administrator-Kandil-Industries-Cairo-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|hpb,Senior System Administrator,"10th of Ramadan City, Cairo, Egypt ",Kandil Industries -,Full Time Experienced · 5 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · Information Technology (IT) · Computer Science · Computer Engineering · computer · CCNA · Engineering,10 days ago
https://wuzzuf.net//jobs/p/w2FbVnU88Pik-IT-Analyst-Air-Arabia-Cairo-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|hpb,IT Analyst,"Cairo, Egypt ",Air Arabia -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · IT · Java · JavaScript · Information Technology (IT) · Computer Science,5 days ago
https://wuzzuf.net//jobs/p/D7acZs9IIQ01-Oracle-Fusion-Developer-Centro-CDX-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|hpb,Oracle Fusion Developer,"Maadi, Cairo, Egypt ",Centro CDX -,Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · business · Fusion · Oracle · Oracle Fusion · BI · Business Intelligence · Computer Science,11 days ago
https://wuzzuf.net//jobs/p/0ViqKDuYHh5J-Senior-iOS-Developer-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=102&l=sp&t=sj&a=data science|search-v3|hpb,Senior iOS Developer,"6th of October, Giza, Egypt ",Fawry for Banking Technology and Electronic Payments S.A.E -,Full Time Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · iOS · APIs · RESTful · Core Animation · Core Data,2 months ago
https://wuzzuf.net//jobs/p/LNflDrv9H7Kt-Quality-Inspector-IMUT-International-Marathon-United-Technology-Cairo-Egypt?o=103&l=sp&t=sj&a=data science|search-v3|hpb,Quality Inspector,"Obour City, Cairo, Egypt ",IMUT International Marathon United Technology -,Full Time Experienced · 1 - 5 Yrs of Exp · R&D/Science · Quality · QC · quality · Quality Assurance · Quality Control · Science,4 days ago
https://wuzzuf.net//jobs/p/b4QAiqHzzbdx-Senior-SQL-Developer-FlairsTech-Cairo-Egypt?o=104&l=sp&t=sj&a=data science|search-v3|hpb,Senior SQL Developer,"Cairo, Egypt ",FlairsTech -,Full Time Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Development · English · HTML · Information Technology (IT) · CSS · JavaScript,10 days ago
https://wuzzuf.net//jobs/p/RILSHWlbIyqY-Senior-Ruby-On-Rails-Developer---Remote-GetTechForce-com-Cairo-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|hpb,Senior Ruby On Rails Developer - Remote,"Cairo, Egypt ",GetTechForce.com -,Full Time Work From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby · Agile · Computer Science · CSS · DevOps · Engineering · HTML · Information Technology (IT),8 days ago
